age_group,cases,deaths,date
80-84 years,18076,1815,2022-04-05
85-89 years,12696,1942,2022-04-05
90-94 years,7693,1617,2022-04-05
95-99 years,2818,761,2022-04-05
100+ years,541,153,2022-04-05
Unknown/missing,111,0,2022-04-05
0-4 years,58002,1,2022-04-06
5-9 years,72335,2,2022-04-06
10-14 years,83437,1,2022-04-06
15-19 years,105536,4,2022-04-06
20-24 years,124782,12,2022-04-06
25-29 years,125228,32,2022-04-06
30-34 years,125451,65,2022-04-06
35-39 years,122219,92,2022-04-06
40-44 years,110039,131,2022-04-06
45-49 years,92788,199,2022-04-06
50-54 years,92763,337,2022-04-06
55-59 years,88870,542,2022-04-06
60-64 years,75851,855,2022-04-06
65-69 years,50901,999,2022-04-06
70-74 years,36763,1327,2022-04-06
75-79 years,25074,1535,2022-04-06
80-84 years,18092,1818,2022-04-06
85-89 years,12701,1942,2022-04-06
90-94 years,7699,1620,2022-04-06
95-99 years,2818,762,2022-04-06
100+ years,542,153,2022-04-06
Unknown/missing,111,0,2022-04-06
0-4 years,58039,1,2022-04-07
5-9 years,72354,2,2022-04-07
10-14 years,83452,1,2022-04-07
15-19 years,105573,4,2022-04-07
20-24 years,124821,12,2022-04-07
25-29 years,125276,32,2022-04-07
30-34 years,125503,65,2022-04-07
35-39 years,122273,92,2022-04-07
40-44 years,110085,131,2022-04-07
45-49 years,92807,199,2022-04-07
50-54 years,92804,337,2022-04-07
55-59 years,88909,542,2022-04-07
60-64 years,75896,855,2022-04-07
65-69 years,50929,999,2022-04-07
70-74 years,36791,1328,2022-04-07
75-79 years,25100,1535,2022-04-07
80-84 years,18100,1819,2022-04-07
85-89 years,12717,1942,2022-04-07
90-94 years,7708,1621,2022-04-07
95-99 years,2827,764,2022-04-07
100+ years,542,153,2022-04-07
Unknown/missing,111,0,2022-04-07
0-4 years,58072,1,2022-04-08
5-9 years,72375,2,2022-04-08
10-14 years,83472,1,2022-04-08
15-19 years,105587,4,2022-04-08
20-24 years,124878,12,2022-04-08
25-29 years,125337,32,2022-04-08
30-34 years,125561,65,2022-04-08
35-39 years,122318,92,2022-04-08
40-44 years,110132,131,2022-04-08
45-49 years,92841,199,2022-04-08
50-54 years,92836,337,2022-04-08
55-59 years,88949,542,2022-04-08
60-64 years,75937,857,2022-04-08
65-69 years,50959,1002,2022-04-08
70-74 years,36807,1328,2022-04-08
75-79 years,25123,1535,2022-04-08
80-84 years,18113,1819,2022-04-08
85-89 years,12729,1943,2022-04-08
90-94 years,7718,1621,2022-04-08
95-99 years,2828,764,2022-04-08
100+ years,542,153,2022-04-08
Unknown/missing,111,0,2022-04-08
0-4 years,58112,1,2022-04-11
5-9 years,72399,2,2022-04-11
10-14 years,83497,1,2022-04-11
15-19 years,105616,5,2022-04-11
20-24 years,124940,12,2022-04-11
25-29 years,125402,32,2022-04-11
30-34 years,125635,65,2022-04-11
35-39 years,122381,92,2022-04-11
40-44 years,110172,131,2022-04-11
45-49 years,92874,199,2022-04-11
50-54 years,92878,337,2022-04-11
55-59 years,88981,542,2022-04-11
60-64 years,75980,858,2022-04-11
65-69 years,50994,1003,2022-04-11
70-74 years,36835,1329,2022-04-11
75-79 years,25141,1535,2022-04-11
80-84 years,18124,1821,2022-04-11
85-89 years,12736,1944,2022-04-11
90-94 years,7719,1621,2022-04-11
95-99 years,2828,764,2022-04-11
100+ years,542,153,2022-04-11
Unknown/missing,112,0,2022-04-11
0-4 years,58186,1,2022-04-12
5-9 years,72439,2,2022-04-12
10-14 years,83539,1,2022-04-12
15-19 years,105668,5,2022-04-12
20-24 years,125048,12,2022-04-12
25-29 years,125505,32,2022-04-12
30-34 years,125734,65,2022-04-12
35-39 years,122502,92,2022-04-12
40-44 years,110262,131,2022-04-12
45-49 years,92958,199,2022-04-12
50-54 years,92971,337,2022-04-12
55-59 years,89082,542,2022-04-12
60-64 years,76063,858,2022-04-12
65-69 years,51070,1003,2022-04-12
70-74 years,36897,1329,2022-04-12
75-79 years,25179,1535,2022-04-12
80-84 years,18153,1822,2022-04-12
85-89 years,12756,1944,2022-04-12
90-94 years,7732,1621,2022-04-12
95-99 years,2833,764,2022-04-12
100+ years,543,154,2022-04-12
Unknown/missing,112,0,2022-04-12
0-4 years,58226,1,2022-04-13
5-9 years,72462,2,2022-04-13
10-14 years,83567,1,2022-04-13
15-19 years,105697,5,2022-04-13
20-24 years,125101,12,2022-04-13
25-29 years,125562,32,2022-04-13
30-34 years,125788,65,2022-04-13
35-39 years,122554,92,2022-04-13
40-44 years,110309,131,2022-04-13
45-49 years,93019,199,2022-04-13
50-54 years,93014,337,2022-04-13
55-59 years,89134,542,2022-04-13
60-64 years,76110,859,2022-04-13
65-69 years,51089,1003,2022-04-13
70-74 years,36912,1329,2022-04-13
75-79 years,25200,1536,2022-04-13
80-84 years,18175,1823,2022-04-13
85-89 years,12769,1944,2022-04-13
90-94 years,7738,1623,2022-04-13
95-99 years,2833,764,2022-04-13
100+ years,543,154,2022-04-13
Unknown/missing,112,0,2022-04-13
0-4 years,58276,1,2022-04-14
5-9 years,72498,2,2022-04-14
10-14 years,83591,1,2022-04-14
15-19 years,105734,5,2022-04-14
20-24 years,125171,12,2022-04-14
25-29 years,125624,32,2022-04-14
30-34 years,125856,65,2022-04-14
35-39 years,122629,92,2022-04-14
40-44 years,110358,131,2022-04-14
45-49 years,93078,199,2022-04-14
50-54 years,93067,337,2022-04-14
55-59 years,89197,543,2022-04-14
60-64 years,76161,859,2022-04-14
65-69 years,51137,1003,2022-04-14
70-74 years,36947,1329,2022-04-14
75-79 years,25229,1536,2022-04-14
80-84 years,18200,1825,2022-04-14
85-89 years,12779,1945,2022-04-14
90-94 years,7745,1623,2022-04-14
95-99 years,2835,764,2022-04-14
100+ years,543,154,2022-04-14
Unknown/missing,111,0,2022-04-14
0-4 years,58328,1,2022-04-15
5-9 years,72532,2,2022-04-15
10-14 years,83623,1,2022-04-15
15-19 years,105762,5,2022-04-15
20-24 years,125224,12,2022-04-15
25-29 years,125692,32,2022-04-15
30-34 years,125933,65,2022-04-15
35-39 years,122716,92,2022-04-15
40-44 years,110431,131,2022-04-15
45-49 years,93137,200,2022-04-15
50-54 years,93125,337,2022-04-15
55-59 years,89252,543,2022-04-15
60-64 years,76226,860,2022-04-15
65-69 years,51169,1004,2022-04-15
70-74 years,36976,1332,2022-04-15
75-79 years,25256,1535,2022-04-15
80-84 years,18209,1825,2022-04-15
85-89 years,12796,1946,2022-04-15
90-94 years,7760,1623,2022-04-15
95-99 years,2837,764,2022-04-15
100+ years,543,154,2022-04-15
Unknown/missing,111,0,2022-04-15
0-4 years,58370,1,2022-04-18
5-9 years,72567,2,2022-04-18
10-14 years,83654,1,2022-04-18
15-19 years,105797,5,2022-04-18
20-24 years,125312,12,2022-04-18
25-29 years,125768,32,2022-04-18
30-34 years,126041,65,2022-04-18
35-39 years,122789,92,2022-04-18
40-44 years,110487,131,2022-04-18
45-49 years,93198,200,2022-04-18
50-54 years,93172,337,2022-04-18
55-59 years,89312,543,2022-04-18
60-64 years,76275,860,2022-04-18
65-69 years,51222,1004,2022-04-18
70-74 years,37017,1332,2022-04-18
75-79 years,25286,1536,2022-04-18
80-84 years,18229,1826,2022-04-18
85-89 years,12810,1947,2022-04-18
90-94 years,7767,1623,2022-04-18
95-99 years,2839,764,2022-04-18
100+ years,543,155,2022-04-18
Unknown/missing,111,0,2022-04-18
0-4 years,58474,1,2022-04-19
5-9 years,72628,2,2022-04-19
10-14 years,83705,1,2022-04-19
15-19 years,105864,5,2022-04-19
20-24 years,125439,12,2022-04-19
25-29 years,125917,32,2022-04-19
30-34 years,126190,65,2022-04-19
35-39 years,122955,92,2022-04-19
40-44 years,110605,132,2022-04-19
45-49 years,93302,200,2022-04-19
50-54 years,93300,337,2022-04-19
55-59 years,89423,543,2022-04-19
60-64 years,76389,860,2022-04-19
65-69 years,51311,1005,2022-04-19
70-74 years,37079,1333,2022-04-19
75-79 years,25349,1536,2022-04-19
80-84 years,18264,1826,2022-04-19
85-89 years,12831,1948,2022-04-19
90-94 years,7780,1623,2022-04-19
95-99 years,2844,764,2022-04-19
100+ years,543,155,2022-04-19
Unknown/missing,111,0,2022-04-19
0-4 years,58527,1,2022-04-20
5-9 years,72667,2,2022-04-20
10-14 years,83731,1,2022-04-20
15-19 years,105907,5,2022-04-20
20-24 years,125525,12,2022-04-20
25-29 years,126001,32,2022-04-20
30-34 years,126270,65,2022-04-20
35-39 years,123031,93,2022-04-20
40-44 years,110681,132,2022-04-20
45-49 years,93356,200,2022-04-20
50-54 years,93359,337,2022-04-20
55-59 years,89470,544,2022-04-20
60-64 years,76445,861,2022-04-20
65-69 years,51355,1006,2022-04-20
70-74 years,37134,1333,2022-04-20
75-79 years,25388,1536,2022-04-20
80-84 years,18290,1826,2022-04-20
85-89 years,12849,1949,2022-04-20
90-94 years,7792,1625,2022-04-20
95-99 years,2847,764,2022-04-20
100+ years,543,155,2022-04-20
Unknown/missing,111,0,2022-04-20
0-4 years,58597,1,2022-04-21
5-9 years,72717,2,2022-04-21
10-14 years,83779,1,2022-04-21
15-19 years,105957,5,2022-04-21
20-24 years,125607,12,2022-04-21
25-29 years,126093,32,2022-04-21
30-34 years,126354,65,2022-04-21
35-39 years,123133,93,2022-04-21
40-44 years,110766,132,2022-04-21
45-49 years,93427,200,2022-04-21
50-54 years,93431,337,2022-04-21
55-59 years,89535,544,2022-04-21
60-64 years,76504,861,2022-04-21
65-69 years,51413,1006,2022-04-21
70-74 years,37171,1334,2022-04-21
75-79 years,25415,1536,2022-04-21
80-84 years,18315,1826,2022-04-21
85-89 years,12867,1950,2022-04-21
90-94 years,7805,1626,2022-04-21
95-99 years,2856,764,2022-04-21
100+ years,543,155,2022-04-21
Unknown/missing,111,0,2022-04-21
0-4 years,58688,1,2022-04-22
5-9 years,72775,2,2022-04-22
10-14 years,83827,1,2022-04-22
15-19 years,106028,5,2022-04-22
20-24 years,125733,12,2022-04-22
25-29 years,126224,32,2022-04-22
30-34 years,126494,65,2022-04-22
35-39 years,123235,93,2022-04-22
40-44 years,110888,132,2022-04-22
45-49 years,93505,200,2022-04-22
50-54 years,93508,339,2022-04-22
55-59 years,89640,545,2022-04-22
60-64 years,76593,862,2022-04-22
65-69 years,51480,1006,2022-04-22
70-74 years,37224,1335,2022-04-22
75-79 years,25450,1536,2022-04-22
80-84 years,18349,1828,2022-04-22
85-89 years,12889,1951,2022-04-22
90-94 years,7816,1627,2022-04-22
95-99 years,2859,765,2022-04-22
100+ years,543,155,2022-04-22
Unknown/missing,111,0,2022-04-22
0-4 years,58762,1,2022-04-25
5-9 years,72817,2,2022-04-25
10-14 years,83869,1,2022-04-25
15-19 years,106092,5,2022-04-25
20-24 years,125812,12,2022-04-25
25-29 years,126324,32,2022-04-25
30-34 years,126602,65,2022-04-25
35-39 years,123334,93,2022-04-25
40-44 years,110981,132,2022-04-25
45-49 years,93579,200,2022-04-25
50-54 years,93568,339,2022-04-25
55-59 years,89699,545,2022-04-25
60-64 years,76659,862,2022-04-25
65-69 years,51523,1006,2022-04-25
70-74 years,37273,1335,2022-04-25
75-79 years,25491,1536,2022-04-25
80-84 years,18372,1828,2022-04-25
85-89 years,12911,1952,2022-04-25
90-94 years,7831,1627,2022-04-25
95-99 years,2862,765,2022-04-25
100+ years,544,155,2022-04-25
Unknown/missing,112,0,2022-04-25
0-4 years,58897,1,2022-04-26
5-9 years,72918,2,2022-04-26
10-14 years,83948,1,2022-04-26
15-19 years,106192,5,2022-04-26
20-24 years,125997,12,2022-04-26
25-29 years,126562,32,2022-04-26
30-34 years,126832,65,2022-04-26
35-39 years,123545,93,2022-04-26
40-44 years,111174,132,2022-04-26
45-49 years,93722,200,2022-04-26
50-54 years,93721,339,2022-04-26
55-59 years,89868,545,2022-04-26
60-64 years,76817,863,2022-04-26
65-69 years,51648,1006,2022-04-26
70-74 years,37391,1335,2022-04-26
75-79 years,25574,1536,2022-04-26
80-84 years,18434,1828,2022-04-26
85-89 years,12952,1952,2022-04-26
90-94 years,7858,1627,2022-04-26
95-99 years,2866,765,2022-04-26
100+ years,546,155,2022-04-26
Unknown/missing,113,0,2022-04-26
0-4 years,58994,1,2022-04-27
5-9 years,72981,2,2022-04-27
10-14 years,83992,1,2022-04-27
15-19 years,106244,5,2022-04-27
20-24 years,126094,12,2022-04-27
25-29 years,126675,32,2022-04-27
30-34 years,126951,65,2022-04-27
35-39 years,123646,93,2022-04-27
40-44 years,111280,132,2022-04-27
45-49 years,93795,200,2022-04-27
50-54 years,93796,339,2022-04-27
55-59 years,89937,547,2022-04-27
60-64 years,76898,863,2022-04-27
65-69 years,51714,1006,2022-04-27
70-74 years,37446,1336,2022-04-27
75-79 years,25631,1536,2022-04-27
80-84 years,18476,1830,2022-04-27
85-89 years,12980,1952,2022-04-27
90-94 years,7875,1627,2022-04-27
95-99 years,2872,765,2022-04-27
100+ years,549,155,2022-04-27
Unknown/missing,113,0,2022-04-27
0-4 years,59094,1,2022-04-28
5-9 years,73067,2,2022-04-28
10-14 years,84078,1,2022-04-28
15-19 years,106328,5,2022-04-28
20-24 years,126189,12,2022-04-28
25-29 years,126811,32,2022-04-28
30-34 years,127075,65,2022-04-28
35-39 years,123795,93,2022-04-28
40-44 years,111382,132,2022-04-28
45-49 years,93884,200,2022-04-28
50-54 years,93908,339,2022-04-28
55-59 years,90040,548,2022-04-28
60-64 years,77014,863,2022-04-28
65-69 years,51784,1007,2022-04-28
70-74 years,37504,1336,2022-04-28
75-79 years,25680,1537,2022-04-28
80-84 years,18510,1830,2022-04-28
85-89 years,13005,1952,2022-04-28
90-94 years,7885,1628,2022-04-28
95-99 years,2880,765,2022-04-28
100+ years,549,155,2022-04-28
Unknown/missing,113,0,2022-04-28
0-4 years,59201,1,2022-04-29
5-9 years,73143,2,2022-04-29
10-14 years,84164,1,2022-04-29
15-19 years,106434,5,2022-04-29
20-24 years,126329,12,2022-04-29
25-29 years,126980,32,2022-04-29
30-34 years,127259,65,2022-04-29
35-39 years,123958,93,2022-04-29
40-44 years,111528,132,2022-04-29
45-49 years,93984,200,2022-04-29
50-54 years,94031,339,2022-04-29
55-59 years,90144,549,2022-04-29
60-64 years,77139,863,2022-04-29
65-69 years,51882,1007,2022-04-29
70-74 years,37578,1337,2022-04-29
75-79 years,25746,1539,2022-04-29
80-84 years,18554,1830,2022-04-29
85-89 years,13037,1952,2022-04-29
90-94 years,7906,1629,2022-04-29
95-99 years,2887,765,2022-04-29
100+ years,550,155,2022-04-29
Unknown/missing,113,0,2022-04-29
0-4 years,59302,1,2022-05-02
5-9 years,73204,2,2022-05-02
10-14 years,84229,1,2022-05-02
15-19 years,106518,5,2022-05-02
20-24 years,126452,12,2022-05-02
25-29 years,127116,32,2022-05-02
30-34 years,127425,65,2022-05-02
35-39 years,124102,93,2022-05-02
40-44 years,111653,132,2022-05-02
45-49 years,94092,200,2022-05-02
50-54 years,94136,339,2022-05-02
55-59 years,90243,549,2022-05-02
60-64 years,77234,863,2022-05-02
65-69 years,51967,1007,2022-05-02
70-74 years,37648,1338,2022-05-02
75-79 years,25806,1539,2022-05-02
80-84 years,18590,1831,2022-05-02
85-89 years,13079,1952,2022-05-02
90-94 years,7926,1630,2022-05-02
95-99 years,2892,765,2022-05-02
100+ years,551,155,2022-05-02
Unknown/missing,113,0,2022-05-02
0-4 years,59447,1,2022-05-03
5-9 years,73289,2,2022-05-03
10-14 years,84319,1,2022-05-03
15-19 years,106639,5,2022-05-03
20-24 years,126608,12,2022-05-03
25-29 years,127366,32,2022-05-03
30-34 years,127641,65,2022-05-03
35-39 years,124310,93,2022-05-03
40-44 years,111854,132,2022-05-03
45-49 years,94226,200,2022-05-03
50-54 years,94294,339,2022-05-03
55-59 years,90415,549,2022-05-03
60-64 years,77384,863,2022-05-03
65-69 years,52087,1007,2022-05-03
70-74 years,37735,1338,2022-05-03
75-79 years,25872,1539,2022-05-03
80-84 years,18648,1832,2022-05-03
85-89 years,13126,1952,2022-05-03
90-94 years,7951,1630,2022-05-03
95-99 years,2902,765,2022-05-03
100+ years,552,155,2022-05-03
Unknown/missing,113,0,2022-05-03
0-4 years,59634,1,2022-05-04
5-9 years,73415,2,2022-05-04
10-14 years,84410,1,2022-05-04
15-19 years,106746,5,2022-05-04
20-24 years,126762,12,2022-05-04
25-29 years,127590,32,2022-05-04
30-34 years,127867,65,2022-05-04
35-39 years,124512,93,2022-05-04
40-44 years,112023,132,2022-05-04
45-49 years,94385,200,2022-05-04
50-54 years,94462,339,2022-05-04
55-59 years,90572,551,2022-05-04
60-64 years,77540,863,2022-05-04
65-69 years,52217,1008,2022-05-04
70-74 years,37820,1338,2022-05-04
75-79 years,25957,1539,2022-05-04
80-84 years,18713,1832,2022-05-04
85-89 years,13155,1952,2022-05-04
90-94 years,7984,1630,2022-05-04
95-99 years,2913,765,2022-05-04
100+ years,555,155,2022-05-04
Unknown/missing,113,0,2022-05-04
0-4 years,59913,1,2022-05-06
5-9 years,73613,2,2022-05-06
10-14 years,84605,1,2022-05-06
15-19 years,106983,5,2022-05-06
20-24 years,127153,12,2022-05-06
25-29 years,127954,32,2022-05-06
30-34 years,128256,65,2022-05-06
35-39 years,124928,93,2022-05-06
40-44 years,112335,132,2022-05-06
45-49 years,94657,201,2022-05-06
50-54 years,94699,339,2022-05-06
55-59 years,90843,552,2022-05-06
60-64 years,77805,864,2022-05-06
65-69 years,52421,1009,2022-05-06
70-74 years,38000,1340,2022-05-06
75-79 years,26106,1540,2022-05-06
80-84 years,18832,1834,2022-05-06
85-89 years,13231,1952,2022-05-06
90-94 years,8021,1631,2022-05-06
95-99 years,2928,765,2022-05-06
100+ years,558,155,2022-05-06
Unknown/missing,114,0,2022-05-06
0-4 years,60033,1,2022-05-09
5-9 years,73705,2,2022-05-09
10-14 years,84707,1,2022-05-09
15-19 years,107127,5,2022-05-09
20-24 years,127386,12,2022-05-09
25-29 years,128208,32,2022-05-09
30-34 years,128513,65,2022-05-09
35-39 years,125144,93,2022-05-09
40-44 years,112540,132,2022-05-09
45-49 years,94814,201,2022-05-09
50-54 years,94850,339,2022-05-09
55-59 years,91005,552,2022-05-09
60-64 years,77960,864,2022-05-09
65-69 years,52548,1009,2022-05-09
70-74 years,38098,1340,2022-05-09
75-79 years,26168,1541,2022-05-09
80-84 years,18879,1836,2022-05-09
85-89 years,13281,1953,2022-05-09
90-94 years,8044,1631,2022-05-09
95-99 years,2932,765,2022-05-09
100+ years,559,155,2022-05-09
Unknown/missing,114,0,2022-05-09
0-4 years,60339,1,2022-05-10
5-9 years,73946,2,2022-05-10
10-14 years,84889,1,2022-05-10
15-19 years,107379,5,2022-05-10
20-24 years,127733,12,2022-05-10
25-29 years,128604,32,2022-05-10
30-34 years,128988,65,2022-05-10
35-39 years,125571,93,2022-05-10
40-44 years,112942,132,2022-05-10
45-49 years,95098,201,2022-05-10
50-54 years,95152,339,2022-05-10
55-59 years,91313,552,2022-05-10
60-64 years,78256,864,2022-05-10
65-69 years,52803,1009,2022-05-10
70-74 years,38287,1343,2022-05-10
75-79 years,26334,1541,2022-05-10
80-84 years,19011,1836,2022-05-10
85-89 years,13362,1953,2022-05-10
90-94 years,8097,1632,2022-05-10
95-99 years,2951,765,2022-05-10
100+ years,562,156,2022-05-10
Unknown/missing,114,0,2022-05-10
0-4 years,60443,1,2022-05-11
5-9 years,74021,2,2022-05-11
10-14 years,84950,1,2022-05-11
15-19 years,107470,5,2022-05-11
20-24 years,127862,12,2022-05-11
25-29 years,128727,32,2022-05-11
30-34 years,129138,65,2022-05-11
35-39 years,125695,93,2022-05-11
40-44 years,113086,132,2022-05-11
45-49 years,95203,201,2022-05-11
50-54 years,95261,339,2022-05-11
55-59 years,91428,552,2022-05-11
60-64 years,78361,864,2022-05-11
65-69 years,52900,1009,2022-05-11
70-74 years,38364,1343,2022-05-11
75-79 years,26404,1541,2022-05-11
80-84 years,19059,1837,2022-05-11
85-89 years,13390,1954,2022-05-11
90-94 years,8124,1632,2022-05-11
95-99 years,2958,765,2022-05-11
100+ years,563,156,2022-05-11
Unknown/missing,114,0,2022-05-11
0-4 years,60611,1,2022-05-12
5-9 years,74134,2,2022-05-12
10-14 years,85052,1,2022-05-12
15-19 years,107581,5,2022-05-12
20-24 years,128025,12,2022-05-12
25-29 years,128928,32,2022-05-12
30-34 years,129371,65,2022-05-12
35-39 years,125934,93,2022-05-12
40-44 years,113298,132,2022-05-12
45-49 years,95369,201,2022-05-12
50-54 years,95444,339,2022-05-12
55-59 years,91609,553,2022-05-12
60-64 years,78493,865,2022-05-12
65-69 years,53004,1011,2022-05-12
70-74 years,38451,1343,2022-05-12
75-79 years,26483,1543,2022-05-12
80-84 years,19121,1839,2022-05-12
85-89 years,13433,1956,2022-05-12
90-94 years,8151,1632,2022-05-12
95-99 years,2962,765,2022-05-12
100+ years,565,157,2022-05-12
Unknown/missing,114,0,2022-05-12
0-4 years,60779,1,2022-05-13
5-9 years,74258,2,2022-05-13
10-14 years,85157,1,2022-05-13
15-19 years,107712,5,2022-05-13
20-24 years,128221,12,2022-05-13
25-29 years,129169,32,2022-05-13
30-34 years,129619,65,2022-05-13
35-39 years,126173,93,2022-05-13
40-44 years,113480,132,2022-05-13
45-49 years,95558,201,2022-05-13
50-54 years,95650,339,2022-05-13
55-59 years,91786,554,2022-05-13
60-64 years,78664,865,2022-05-13
65-69 years,53138,1012,2022-05-13
70-74 years,38573,1347,2022-05-13
75-79 years,26570,1544,2022-05-13
80-84 years,19206,1840,2022-05-13
85-89 years,13494,1956,2022-05-13
90-94 years,8185,1636,2022-05-13
95-99 years,2977,765,2022-05-13
100+ years,564,157,2022-05-13
Unknown/missing,114,0,2022-05-13
0-4 years,60923,1,2022-05-16
5-9 years,74370,2,2022-05-16
10-14 years,85250,1,2022-05-16
15-19 years,107826,5,2022-05-16
20-24 years,128401,12,2022-05-16
25-29 years,129356,32,2022-05-16
30-34 years,129859,65,2022-05-16
35-39 years,126412,93,2022-05-16
40-44 years,113658,132,2022-05-16
45-49 years,95726,201,2022-05-16
50-54 years,95809,339,2022-05-16
55-59 years,91944,554,2022-05-16
60-64 years,78822,865,2022-05-16
65-69 years,53260,1013,2022-05-16
